#DO NOT EDIT THIS FILE. YOUR CHANGES WILL BE ERASED WHEN THE PLUGIN IS RELOADED.
#ItemName,ID,Damage
#https://www.digminecraft.com/lists/item_id_list_pc.php
blue_candle_cake,blue_candle_cake,0
blue_carpet,blue_carpet,0
blue_concrete,blue_concrete,0
blue_concrete_powder,blue_concrete_powder,0
blue_dye,blue_dye,0
blue_glazed_terracotta,blue_glazed_terracotta,0
blue_ice,blue_ice,0
blue_orchid,blue_orchid,0
blue_shulker_box,blue_shulker_box,0
blue_stained_glass,blue_stained_glass,0
blue_stained_glass_pane,blue_stained_glass_pane,0
blue_terracotta,blue_terracotta,0
blue_wool,blue_wool,0
bogged_spawn_egg,bogged_spawn_egg,0
bolt_armor_trim_smithing_template,bolt_armor_trim_smithing_template,0
bone,bone,0
bone_block,bone_block,0
bone_meal,bone_meal,0
book,book,0
bookshelf,bookshelf,0
bow,bow,0
bowl,bowl,0
brain_coral,brain_coral,0
brain_coral_block,brain_coral_block,0
brain_coral_fan,brain_coral_fan,0
bread,bread,0
breeze_rod,breeze_rod,0
breeze_spawn_egg,breeze_spawn_egg,0
brewer_pottery_sherd,brewer_pottery_sherd,0
brewing_stand,brewing_stand,0
brewing_stand,brewing_stand,0
brick,brick,0
brick_slab,brick_slab,0
brick_stairs,brick_stairs,0
brick_wall,brick_wall,0
bricks,bricks,0
brown_banner,brown_banner,0
brown_bed,brown_bed,0
brown_candle,brown_candle,0
brown_candle_cake,brown_candle_cake,0
brown_carpet,brown_carpet,0
brown_concrete,brown_concrete,0
brown_concrete_powder,brown_concrete_powder,0
brown_dye,brown_dye,0
brown_glazed_terracotta,brown_glazed_terracotta,0
brown_mushroom,brown_mushroom,0
brown_mushroom_block,brown_mushroom_block,0
brown_shulker_box,brown_shulker_box,0
brown_stained_glass,brown_stained_glass,0
brown_stained_glass_pane,brown_stained_glass_pane,0
brown_terracotta,brown_terracotta,0
brown_wool,brown_wool,0
brush,brush,0
bubble_column,bubble_column,0
bubble_coral,bubble_coral,0
bubble_coral_block,bubble_coral_block,0
bubble_coral_fan,bubble_coral_fan,0
bucket,bucket,0
budding_amethyst,budding_amethyst,0
bundle,bundle,0
burn_pottery_sherd,burn_pottery_sherd,0
cactus,cactus,0
cake,cake,0
calcite,calcite,0
calibrated_sculk_sensor,calibrated_sculk_sensor,0
camel_spawn_egg,camel_spawn_egg,0
campfire,campfire,0
candle,candle,0
candle_cake,candle_cake,0
carrot,carrot,0
carrot_on_a_stick,carrot_on_a_stick,0
carrots,carrots,0
cartography_table,cartography_table,0
carved_pumpkin,carved_pumpkin,0
cat_spawn_egg,cat_spawn_egg,0
cauldron,cauldron,0
cauldron,cauldron,0
cave_air,cave_air,0
cave_spider_spawn_egg,cave_spider_spawn_egg,0
cave_vines,cave_vines,0
cave_vines_plant,cave_vines_plant,0
chain,chain,0
chain_command_block,chain_command_block,0
chainmail_boots,chainmail_boots,0
chainmail_chestplate,chainmail_chestplate,0
chainmail_helmet,chainmail_helmet,0
chainmail_leggings,chainmail_leggings,0
charcoal,charcoal,0
cherry_boat,cherry_boat,0
cherry_button,cherry_button,0
cherry_chest_boat,cherry_chest_boat,0
cherry_door,cherry_door,0
cherry_fence,cherry_fence,0
cherry_fence_gate,cherry_fence_gate,0
cherry_hanging_sign,cherry_hanging_sign,0
cherry_leaves,cherry_leaves,0
cherry_log,cherry_log,0
cherry_planks,cherry_planks,0
cherry_pressure_plate,cherry_pressure_plate,0
cherry_sapling,cherry_sapling,0
cherry_sign,cherry_sign,0
cherry_slab,cherry_slab,0
cherry_stairs,cherry_stairs,0
cherry_trapdoor,cherry_trapdoor,0
cherry_wood,cherry_wood,0
chest,chest,0
chest_minecart,chest_minecart,0
chicken,chicken,0
chicken_spawn_egg,chicken_spawn_egg,0
chipped_anvil,chipped_anvil,0
chiseled_bookshelf,chiseled_bookshelf,0
chiseled_copper,chiseled_copper,0
chiseled_deepslate,chiseled_deepslate,0
chiseled_nether_bricks,chiseled_nether_bricks,0
chiseled_polished_blackstone,chiseled_polished_blackstone,0
chiseled_quartz_block,chiseled_quartz_block,0
chiseled_red_sandstone,chiseled_red_sandstone,0
chiseled_sandstone,chiseled_sandstone,0
chiseled_stone_bricks,chiseled_stone_bricks,0
chiseled_tuff,chiseled_tuff,0
chiseled_tuff_bricks,chiseled_tuff_bricks,0
chorus_flower,chorus_flower,0
chorus_fruit,chorus_fruit,0
chorus_plant,chorus_plant,0
clay,clay,0
clay_ball,clay_ball,0
clock,clock,0
coal,coal,0
coal_block,coal_block,0
coal_ore,coal_ore,0
coarse_dirt,coarse_dirt,0
coast_armor_trim_smithing_template,coast_armor_trim_smithing_template,0
cobbled_deepslate,cobbled_deepslate,0
cobbled_deepslate_slab,cobbled_deepslate_slab,0
cobbled_deepslate_stairs,cobbled_deepslate_stairs,0
cobbled_deepslate_wall,cobbled_deepslate_wall,0
cobblestone,cobblestone,0
cobblestone_slab,cobblestone_slab,0
cobblestone_stairs,cobblestone_stairs,0
cobblestone_wall,cobblestone_wall,0
cobweb,cobweb,0
cocoa,cocoa,0
cocoa_beans,cocoa_beans,0
cod,cod,0
cod_bucket,cod_bucket,0
cod_spawn_egg,cod_spawn_egg,0
command_block,command_block,0
command_block_minecart,command_block_minecart,0
comparator,comparator,0
compass,compass,0
composter,composter,0
conduit,conduit,0
cooked_beef,cooked_beef,0
cooked_chicken,cooked_chicken,0
cooked_cod,cooked_cod,0
cooked_mutton,cooked_mutton,0
cooked_porkchop,cooked_porkchop,0
cooked_rabbit,cooked_rabbit,0
cooked_salmon,cooked_salmon,0
cookie,cookie,0
copper_block,copper_block,0
copper_bulb,copper_bulb,0
copper_door,copper_door,0
copper_grate,copper_grate,0
copper_ingot,copper_ingot,0
copper_ore,copper_ore,0
copper_trapdoor,copper_trapdoor,0
cornflower,cornflower,0
cow_spawn_egg,cow_spawn_egg,0
cracked_deepslate_bricks,cracked_deepslate_bricks,0
cracked_deepslate_tiles,cracked_deepslate_tiles,0
cracked_nether_bricks,cracked_nether_bricks,0
cracked_polished_blackstone_bricks,cracked_polished_blackstone_bricks,0
cracked_stone_bricks,cracked_stone_bricks,0
crafter,crafter,0
crafting_table,crafting_table,0
creeper_banner_pattern,creeper_banner_pattern,0
creeper_head,creeper_head,0
creeper_spawn_egg,creeper_spawn_egg,0
crimson_button,crimson_button,0
crimson_door,crimson_door,0
crimson_fence,crimson_fence,0
crimson_fence_gate,crimson_fence_gate,0
crimson_fungus,crimson_fungus,0
crimson_hanging_sign,crimson_hanging_sign,0
crimson_hyphae,crimson_hyphae,0
crimson_nylium,crimson_nylium,0
crimson_planks,crimson_planks,0
crimson_pressure_plate,crimson_pressure_plate,0
crimson_roots,crimson_roots,0
crimson_sign,crimson_sign,0
crimson_slab,crimson_slab,0
crimson_stairs,crimson_stairs,0
crimson_stem,crimson_stem,0
crimson_trapdoor,crimson_trapdoor,0
crossbow,crossbow,0
crying_obsidian,crying_obsidian,0
cut_copper,cut_copper,0
cut_copper_slab,cut_copper_slab,0
cut_copper_stairs,cut_copper_stairs,0
cut_red_sandstone,cut_red_sandstone,0
cut_red_sandstone_slab,cut_red_sandstone_slab,0
cut_sandstone,cut_sandstone,0
cut_sandstone_slab,cut_sandstone_slab,0
cyan_banner,cyan_banner,0
cyan_bed,cyan_bed,0
cyan_candle,cyan_candle,0
cyan_candle_cake,cyan_candle_cake,0
cyan_carpet,cyan_carpet,0
cyan_concrete,cyan_concrete,0
cyan_concrete_powder,cyan_concrete_powder,0
cyan_dye,cyan_dye,0
cyan_glazed_terracotta,cyan_glazed_terracotta,0
cyan_shulker_box,cyan_shulker_box,0
cyan_stained_glass,cyan_stained_glass,0
cyan_stained_glass_pane,cyan_stained_glass_pane,0
cyan_terracotta,cyan_terracotta,0
cyan_wool,cyan_wool,0
damaged_anvil,damaged_anvil,0
dandelion,dandelion,0
danger_pottery_sherd,danger_pottery_sherd,0
dark_oak_boat,dark_oak_boat,0
dark_oak_button,dark_oak_button,0
dark_oak_chest_boat,dark_oak_chest_boat,0
dark_oak_door,dark_oak_door,0
dark_oak_fence,dark_oak_fence,0
dark_oak_fence_gate,dark_oak_fence_gate,0
dark_oak_hanging_sign,dark_oak_hanging_sign,0
dark_oak_leaves,dark_oak_leaves,0
dark_oak_log,dark_oak_log,0
dark_oak_planks,dark_oak_planks,0
dark_oak_pressure_plate,dark_oak_pressure_plate,0
dark_oak_sapling,dark_oak_sapling,0
dark_oak_sign,dark_oak_sign,0
dark_oak_slab,dark_oak_slab,0
dark_oak_stairs,dark_oak_stairs,0
dark_oak_trapdoor,dark_oak_trapdoor,0
dark_oak_wood,dark_oak_wood,0
dark_prismarine,dark_prismarine,0
dark_prismarine_slab,dark_prismarine_slab,0
dark_prismarine_stairs,dark_prismarine_stairs,0
daylight_detector,daylight_detector,0
dead_brain_coral,dead_brain_coral,0
dead_brain_coral_block,dead_brain_coral_block,0
dead_brain_coral_fan,dead_brain_coral_fan,0
dead_bubble_coral,dead_bubble_coral,0
dead_bubble_coral_block,dead_bubble_coral_block,0
dead_bubble_coral_fan,dead_bubble_coral_fan,0
dead_bush,dead_bush,0
dead_fire_coral,dead_fire_coral,0
dead_fire_coral_block,dead_fire_coral_block,0
dead_fire_coral_fan,dead_fire_coral_fan,0
dead_horn_coral,dead_horn_coral,0
dead_horn_coral_block,dead_horn_coral_block,0
dead_horn_coral_fan,dead_horn_coral_fan,0
dead_tube_coral,dead_tube_coral,0
dead_tube_coral_block,dead_tube_coral_block,0
dead_tube_coral_fan,dead_tube_coral_fan,0
debug_stick,debug_stick,0
decorated_pot,decorated_pot,0
deepslate,deepslate,0
deepslate_brick_slab,deepslate_brick_slab,0
deepslate_brick_stairs,deepslate_brick_stairs,0
deepslate_brick_wall,deepslate_brick_wall,0
deepslate_bricks,deepslate_bricks,0
deepslate_coal_ore,deepslate_coal_ore,0
deepslate_copper_ore,deepslate_copper_ore,0
deepslate_diamond_ore,deepslate_diamond_ore,0
deepslate_emerald_ore,deepslate_emerald_ore,0
deepslate_gold_ore,deepslate_gold_ore,0
deepslate_iron_ore,deepslate_iron_ore,0
deepslate_lapis_ore,deepslate_lapis_ore,0
deepslate_redstone_ore,deepslate_redstone_ore,0
deepslate_tile_slab,deepslate_tile_slab,0
deepslate_tile_stairs,deepslate_tile_stairs,0
deepslate_tile_wall,deepslate_tile_wall,0
deepslate_tiles,deepslate_tiles,0
detector_rail,detector_rail,0
diamond,diamond,0
diamond_axe,diamond_axe,0
diamond_block,diamond_block,0
diamond_boots,diamond_boots,0
diamond_chestplate,diamond_chestplate,0
diamond_helmet,diamond_helmet,0
diamond_hoe,diamond_hoe,0
diamond_horse_armor,diamond_horse_armor,0
diamond_leggings,diamond_leggings,0
diamond_ore,diamond_ore,0
diamond_pickaxe,diamond_pickaxe,0
diamond_shovel,diamond_shovel,0
diamond_sword,diamond_sword,0
diorite,diorite,0
diorite_slab,diorite_slab,0
diorite_stairs,diorite_stairs,0
diorite_wall,diorite_wall,0
dirt,dirt,0
dirt_path,dirt_path,0
disc_fragment_5,disc_fragment_5,0
dispenser,dispenser,0
dolphin_spawn_egg,dolphin_spawn_egg,0
donkey_spawn_egg,donkey_spawn_egg,0
dragon_breath,dragon_breath,0
dragon_egg,dragon_egg,0
dragon_head,dragon_head,0
dried_kelp,dried_kelp,0
dried_kelp_block,dried_kelp_block,0
dripstone_block,dripstone_block,0
dropper,dropper,0
drowned_spawn_egg,drowned_spawn_egg,0
dune_armor_trim_smithing_template,dune_armor_trim_smithing_template,0
echo_shard,echo_shard,0
egg,egg,0
elder_guardian_spawn_egg,elder_guardian_spawn_egg,0
elytra,elytra,0
emerald,emerald,0
emerald_block,emerald_block,0
emerald_ore,emerald_ore,0
enchanted_book,enchanted_book,0
enchanted_golden_apple,enchanted_golden_apple,0
enchanting_table,enchanting_table,0
end_crystal,end_crystal,0
end_gateway,end_gateway,0
end_portal,end_portal,0
end_portal_frame,end_portal_frame,0
end_rod,end_rod,0
end_stone,end_stone,0
end_stone_brick_slab,end_stone_brick_slab,0
end_stone_brick_stairs,end_stone_brick_stairs,0
end_stone_brick_wall,end_stone_brick_wall,0
end_stone_bricks,end_stone_bricks,0
ender_chest,ender_chest,0
ender_dragon_spawn_egg,ender_dragon_spawn_egg,0
ender_eye,ender_eye,0
ender_pearl,ender_pearl,0
enderman_spawn_egg,enderman_spawn_egg,0
endermite_spawn_egg,endermite_spawn_egg,0
evoker_spawn_egg,evoker_spawn_egg,0
experience_bottle,experience_bottle,0
explorer_pottery_sherd,explorer_pottery_sherd,0
exposed_chiseled_copper,exposed_chiseled_copper,0
exposed_copper,exposed_copper,0
exposed_copper_bulb,exposed_copper_bulb,0
exposed_copper_door,exposed_copper_door,0
exposed_copper_grate,exposed_copper_grate,0
exposed_copper_trapdoor,exposed_copper_trapdoor,0
exposed_cut_copper,exposed_cut_copper,0
exposed_cut_copper_slab,exposed_cut_copper_slab,0
exposed_cut_copper_stairs,exposed_cut_copper_stairs,0
eye_armor_trim_smithing_template,eye_armor_trim_smithing_template,0
farmland,farmland,0
feather,feather,0
fermented_spider_eye,fermented_spider_eye,0
fern,fern,0
filled_map,filled_map,0
fire,fire,0
fire_charge,fire_charge,0
fire_coral,fire_coral,0
fire_coral_block,fire_coral_block,0
fire_coral_fan,fire_coral_fan,0
firework_rocket,firework_rocket,0
firework_star,firework_star,0
fishing_rod,fishing_rod,0
fletching_table,fletching_table,0
flint,flint,0
flint_and_steel,flint_and_steel,0
flow_armor_trim_smithing_template,flow_armor_trim_smithing_template,0
flow_banner_pattern,flow_banner_pattern,0
flow_pottery_sherd,flow_pottery_sherd,0
flower_banner_pattern,flower_banner_pattern,0
flower_pot,flower_pot,0
flower_pot,flower_pot,0
flowering_azalea,flowering_azalea,0
flowering_azalea_leaves,flowering_azalea_leaves,0
fox_spawn_egg,fox_spawn_egg,0
friend_pottery_sherd,friend_pottery_sherd,0
frog_spawn_egg,frog_spawn_egg,0
frogspawn,frogspawn,0
frosted_ice,frosted_ice,0
furnace,furnace,0
furnace_minecart,furnace_minecart,0
ghast_spawn_egg,ghast_spawn_egg,0
ghast_tear,ghast_tear,0
gilded_blackstone,gilded_blackstone,0
glass,glass,0
glass_bottle,glass_bottle,0
glass_pane,glass_pane,0
glistering_melon_slice,glistering_melon_slice,0
globe_banner_pattern,globe_banner_pattern,0
glow_berries,glow_berries,0
glow_ink_sac,glow_ink_sac,0
glow_item_frame,glow_item_frame,0
glow_lichen,glow_lichen,0
glow_squid_spawn_egg,glow_squid_spawn_egg,0
glowstone,glowstone,0
glowstone_dust,glowstone_dust,0
goat_horn,goat_horn,0
goat_spawn_egg,goat_spawn_egg,0
gold_block,gold_block,0
gold_ingot,gold_ingot,0
gold_nugget,gold_nugget,0
gold_ore,gold_ore,0
golden_apple,golden_apple,0
golden_axe,golden_axe,0
golden_boots,golden_boots,0
golden_carrot,golden_carrot,0
golden_chestplate,golden_chestplate,0
golden_helmet,golden_helmet,0
golden_hoe,golden_hoe,0
golden_horse_armor,golden_horse_armor,0
golden_leggings,golden_leggings,0
golden_pickaxe,golden_pickaxe,0
golden_shovel,golden_shovel,0
golden_sword,golden_sword,0
granite,granite,0
granite_slab,granite_slab,0
granite_stairs,granite_stairs,0
granite_wall,granite_wall,0
grass_block,grass_block,0
gravel,gravel,0
gray_banner,gray_banner,0
gray_bed,gray_bed,0
gray_candle,gray_candle,0
gray_candle_cake,gray_candle_cake,0
gray_carpet,gray_carpet,0
gray_concrete,gray_concrete,0
gray_concrete_powder,gray_concrete_powder,0
gray_dye,gray_dye,0
gray_glazed_terracotta,gray_glazed_terracotta,0
gray_shulker_box,gray_shulker_box,0
gray_stained_glass,gray_stained_glass,0
gray_stained_glass_pane,gray_stained_glass_pane,0
gray_terracotta,gray_terracotta,0
gray_wool,gray_wool,0
green_banner,green_banner,0
green_bed,green_bed,0
green_candle,green_candle,0
green_candle_cake,green_candle_cake,0
green_carpet,green_carpet,0
green_concrete,green_concrete,0
green_concrete_powder,green_concrete_powder,0
green_dye,green_dye,0
green_glazed_terracotta,green_glazed_terracotta,0
green_shulker_box,green_shulker_box,0
green_stained_glass,green_stained_glass,0
green_stained_glass_pane,green_stained_glass_pane,0
green_terracotta,green_terracotta,0
green_wool,green_wool,0
grindstone,grindstone,0
guardian_spawn_egg,guardian_spawn_egg,0
gunpowder,gunpowder,0
guster_banner_pattern,guster_banner_pattern,0
guster_pottery_sherd,guster_pottery_sherd,0
hanging_roots,hanging_roots,0
hay_block,hay_block,0
heart_of_the_sea,heart_of_the_sea,0
heart_pottery_sherd,heart_pottery_sherd,0
heartbreak_pottery_sherd,heartbreak_pottery_sherd,0
heavy_core,heavy_core,0
heavy_weighted_pressure_plate,heavy_weighted_pressure_plate,0
hoglin_spawn_egg,hoglin_spawn_egg,0
honey_block,honey_block,0
honey_bottle,honey_bottle,0
honeycomb,honeycomb,0
honeycomb_block,honeycomb_block,0
hopper,hopper,0
hopper_minecart,hopper_minecart,0
horn_coral,horn_coral,0
horn_coral_block,horn_coral_block,0
horn_coral_fan,horn_coral_fan,0
horse_spawn_egg,horse_spawn_egg,0
host_armor_trim_smithing_template,host_armor_trim_smithing_template,0
howl_pottery_sherd,howl_pottery_sherd,0
husk_spawn_egg,husk_spawn_egg,0
ice,ice,0
infested_chiseled_stone_bricks,infested_chiseled_stone_bricks,0
infested_cobblestone,infested_cobblestone,0
infested_cracked_stone_bricks,infested_cracked_stone_bricks,0
infested_deepslate,infested_deepslate,0
infested_mossy_stone_bricks,infested_mossy_stone_bricks,0
infested_stone,infested_stone,0
infested_stone_bricks,infested_stone_bricks,0
ink_sac,ink_sac,0
iron_axe,iron_axe,0
iron_bars,iron_bars,0
iron_block,iron_block,0
iron_boots,iron_boots,0
iron_chestplate,iron_chestplate,0
iron_door,iron_door,0
iron_golem_spawn_egg,iron_golem_spawn_egg,0
iron_helmet,iron_helmet,0
iron_hoe,iron_hoe,0
iron_horse_armor,iron_horse_armor,0
iron_ingot,iron_ingot,0
iron_leggings,iron_leggings,0
iron_nugget,iron_nugget,0
iron_ore,iron_ore,0
iron_pickaxe,iron_pickaxe,0
iron_shovel,iron_shovel,0
iron_sword,iron_sword,0
iron_trapdoor,iron_trapdoor,0
item_frame,item_frame,0
jack_o_lantern,jack_o_lantern,0
jigsaw,jigsaw,0
jukebox,jukebox,0
jungle_boat,jungle_boat,0
jungle_button,jungle_button,0
jungle_chest_boat,jungle_chest_boat,0
jungle_door,jungle_door,0
jungle_fence,jungle_fence,0
jungle_fence_gate,jungle_fence_gate,0
jungle_hanging_sign,jungle_hanging_sign,0
jungle_leaves,jungle_leaves,0
jungle_log,jungle_log,0
jungle_planks,jungle_planks,0
jungle_pressure_plate,jungle_pressure_plate,0
jungle_sapling,jungle_sapling,0
jungle_sign,jungle_sign,0
jungle_slab,jungle_slab,0
jungle_stairs,jungle_stairs,0
jungle_trapdoor,jungle_trapdoor,0
jungle_wood,jungle_wood,0
kelp,kelp,0
kelp_plant,kelp_plant,0
knowledge_book,knowledge_book,0
ladder,ladder,0
lantern,lantern,0
lapis_block,lapis_block,0
lapis_lazuli,lapis_lazuli,0
lapis_ore,lapis_ore,0
large_amethyst_bud,large_amethyst_bud,0
large_fern,large_fern,0
lava,lava,0
lava_bucket,lava_bucket,0
lava_cauldron,lava_cauldron,0
lead,lead,0
leather,leather,0
leather_boots,leather_boots,0
leather_chestplate,leather_chestplate,0
leather_helmet,leather_helmet,0
leather_horse_armor,leather_horse_armor,0
leather_leggings,leather_leggings,0
lectern,lectern,0
lever,lever,0
light,light,0
light_blue_banner,light_blue_banner,0
light_blue_bed,light_blue_bed,0
light_blue_candle,light_blue_candle,0
light_blue_candle_cake,light_blue_candle_cake,0
light_blue_carpet,light_blue_carpet,0
light_blue_concrete,light_blue_concrete,0
light_blue_concrete_powder,light_blue_concrete_powder,0
light_blue_dye,light_blue_dye,0
light_blue_glazed_terracotta,light_blue_glazed_terracotta,0
light_blue_shulker_box,light_blue_shulker_box,0
light_blue_stained_glass,light_blue_stained_glass,0
light_blue_stained_glass_pane,light_blue_stained_glass_pane,0
light_blue_terracotta,light_blue_terracotta,0
light_blue_wool,light_blue_wool,0
light_gray_banner,light_gray_banner,0
light_gray_bed,light_gray_bed,0
light_gray_candle,light_gray_candle,0
light_gray_candle_cake,light_gray_candle_cake,0
light_gray_carpet,light_gray_carpet,0
light_gray_concrete,light_gray_concrete,0
light_gray_concrete_powder,light_gray_concrete_powder,0
light_gray_dye,light_gray_dye,0
light_gray_glazed_terracotta,light_gray_glazed_terracotta,0
light_gray_shulker_box,light_gray_shulker_box,0
light_gray_stained_glass,light_gray_stained_glass,0
light_gray_stained_glass_pane,light_gray_stained_glass_pane,0
light_gray_terracotta,light_gray_terracotta,0
light_gray_wool,light_gray_wool,0
light_weighted_pressure_plate,light_weighted_pressure_plate,0
lightning_rod,lightning_rod,0
lilac,lilac,0
lily_of_the_valley,lily_of_the_valley,0
lily_pad,lily_pad,0
lime_banner,lime_banner,0
lime_bed,lime_bed,0
lime_candle,lime_candle,0
lime_candle_cake,lime_candle_cake,0
lime_carpet,lime_carpet,0
lime_concrete,lime_concrete,0
lime_concrete_powder,lime_concrete_powder,0
lime_dye,lime_dye,0
lime_glazed_terracotta,lime_glazed_terracotta,0
lime_shulker_box,lime_shulker_box,0
lime_stained_glass,lime_stained_glass,0
lime_stained_glass_pane,lime_stained_glass_pane,0
lime_terracotta,lime_terracotta,0
lime_wool,lime_wool,0
lingering_potion,lingering_potion,0
llama_spawn_egg,llama_spawn_egg,0
lodestone,lodestone,0
loom,loom,0
mace,mace,0
magenta_banner,magenta_banner,0
magenta_bed,magenta_bed,0
magenta_candle,magenta_candle,0
magenta_candle_cake,magenta_candle_cake,0
magenta_carpet,magenta_carpet,0
magenta_concrete,magenta_concrete,0
magenta_concrete_powder,magenta_concrete_powder,0
magenta_dye,magenta_dye,0
magenta_glazed_terracotta,magenta_glazed_terracotta,0
magenta_shulker_box,magenta_shulker_box,0
magenta_stained_glass,magenta_stained_glass,0
magenta_stained_glass_pane,magenta_stained_glass_pane,0
magenta_terracotta,magenta_terracotta,0
magenta_wool,magenta_wool,0
magma_block,magma_block,0
magma_cream,magma_cream,0
magma_cube_spawn_egg,magma_cube_spawn_egg,0
mangrove_boat,mangrove_boat,0
mangrove_button,mangrove_button,0
mangrove_chest_boat,mangrove_chest_boat,0
mangrove_door,mangrove_door,0
mangrove_fence,mangrove_fence,0
mangrove_fence_gate,mangrove_fence_gate,0
mangrove_hanging_sign,mangrove_hanging_sign,0
mangrove_leaves,mangrove_leaves,0
mangrove_log,mangrove_log,0
mangrove_planks,mangrove_planks,0
mangrove_pressure_plate,mangrove_pressure_plate,0
mangrove_propagule,mangrove_propagule,0
mangrove_roots,mangrove_roots,0
mangrove_sign,mangrove_sign,0
mangrove_slab,mangrove_slab,0
mangrove_stairs,mangrove_stairs,0
mangrove_trapdoor,mangrove_trapdoor,0
mangrove_wood,mangrove_wood,0
map,map,0
medium_amethyst_bud,medium_amethyst_bud,0
melon,melon,0
melon_seeds,melon_seeds,0
melon_slice,melon_slice,0
melon_stem,melon_stem,0
milk_bucket,milk_bucket,0
minecart,minecart,0
miner_pottery_sherd,miner_pottery_sherd,0
mojang_banner_pattern,mojang_banner_pattern,0
